Date,Price,Open,High,Low,Vol.,Change %
"Jun 19, 2015",5596.99,5524.90,5612.20,5524.90,1.13B,0.0131
"Jun 18, 2015",5524.89,5595.40,5595.40,5502.90,990.43M,-0.0126
"Jun 17, 2015",5595.43,5535.80,5607.10,5535.80,685.70M,0.0108
"Jun 16, 2015",5535.79,5538.80,5574.20,5527.70,638.54M,-0.0005
"Jun 15, 2015",5538.77,5545.30,5545.30,5492.10,548.33M,-0.0012
"Jun 12, 2015",5545.25,5556.70,5556.70,5528.90,515.48M,-0.0021
"Jun 11, 2015",5556.65,5478.60,5556.70,5478.60,564.23M,0.0142
"Jun 10, 2015",5478.63,5471.30,5485.10,5453.10,566.64M,0.0013
"Jun 09, 2015",5471.31,5498.50,5523.90,5468.50,609.04M,-0.0049
"Jun 05, 2015",5498.46,5504.30,5529.90,5470.00,554.94M,-0.0011
"Jun 04, 2015",5504.30,5583.60,5603.20,5504.30,674.72M,-0.0142
"Jun 03, 2015",5583.58,5636.00,5640.50,5575.20,670.92M,-0.0093
"Jun 02, 2015",5636.01,5735.40,5753.30,5636.00,581.29M,-0.0173
"Jun 01, 2015",5735.40,5777.20,5777.20,5682.10,490.33M,-0.0072
"May 29, 2015",5777.16,5713.10,5803.00,5713.10,1.18B,0.0112
"May 28, 2015",5713.09,5725.30,5745.80,5691.90,534.62M,-0.0021
"May 27, 2015",5725.25,5773.40,5773.40,5716.00,633.41M,-0.0083
"May 26, 2015",5773.38,5721.50,5775.30,5721.50,494.05M,0.0091
"May 25, 2015",5721.48,5664.70,5733.30,5664.70,453.68M,0.0100
"May 22, 2015",5664.74,5662.30,5692.10,5655.10,468.03M,0.0004
"May 21, 2015",5662.27,5610.30,5665.80,5610.30,796.46M,0.0093
"May 20, 2015",5610.30,5615.50,5625.60,5574.60,617.49M,-0.0009
"May 19, 2015",5615.50,5658.90,5673.30,5611.20,605.58M,-0.0077
"May 18, 2015",5659.17,5735.50,5735.50,5659.17,468.36M,-0.0133
"May 15, 2015",5735.49,5696.60,5747.00,5696.60,570.29M,0.0068
"May 14, 2015",5696.57,5715.10,5715.10,5663.50,653.03M,-0.0033
"May 13, 2015",5715.15,5674.70,5717.10,5668.60,648.30M,0.0071
"May 12, 2015",5674.74,5627.60,5685.00,5616.00,799.48M,0.0088
"May 11, 2015",5625.24,5634.60,5698.70,5622.80,573.15M,-0.0017
"May 08, 2015",5634.56,5645.70,5689.10,5634.56,523.36M,-0.0020
"May 07, 2015",5645.69,5692.20,5692.20,5606.70,693.10M,-0.0082
"May 06, 2015",5692.16,5826.50,5826.50,5692.16,693.22M,-0.0231
"May 05, 2015",5826.52,5827.50,5901.80,5802.20,690.57M,-0.0002
"May 04, 2015",5827.54,5814.40,5846.60,5793.00,517.75M,0.0023
"May 01, 2015",5814.40,5790.00,5825.10,5769.60,549.19M,0.0042
"Apr 30, 2015",5789.98,5838.60,5838.60,5749.90,715.34M,-0.0083
"Apr 29, 2015",5838.58,5948.50,5948.50,5838.58,626.75M,-0.0185
"Apr 28, 2015",5948.54,5982.70,5984.20,5948.50,561.80M,-0.0057
"Apr 27, 2015",5982.69,5933.30,5985.60,5933.30,549.57M,0.0083
"Apr 24, 2015",5933.29,5844.80,5935.00,5844.80,662.39M,0.0151
"Apr 23, 2015",5844.77,5837.50,5849.10,5825.90,580.15M,0.0012
"Apr 22, 2015",5837.49,5872.30,5873.80,5818.30,576.62M,-0.0059
"Apr 21, 2015",5872.34,5833.10,5888.50,5833.10,528.01M,0.0067
"Apr 20, 2015",5833.12,5877.90,5877.90,5807.80,489.93M,-0.0076
"Apr 17, 2015",5877.87,5947.50,5947.50,5869.50,567.09M,-0.0117
"Apr 16, 2015",5947.47,5908.40,5970.80,5908.40,615.98M,0.0066
"Apr 15, 2015",5908.42,5946.60,5958.90,5893.70,593.55M,-0.0064
"Apr 14, 2015",5946.55,5960.30,5960.30,5929.20,474.68M,-0.0023
"Apr 13, 2015",5960.27,5968.40,5996.40,5959.50,426.62M,-0.0014
"Apr 10, 2015",5968.37,5932.20,5968.40,5926.00,398.79M,0.0061
"Apr 09, 2015",5932.22,5960.70,5964.60,5930.50,484.32M,-0.0048
"Apr 08, 2015",5960.73,5926.00,5974.60,5926.00,523.21M,0.0059
"Apr 07, 2015",5925.97,5898.60,5981.70,5898.60,554.45M,0.0046
"Apr 02, 2015",5898.58,5860.80,5907.40,5860.80,564.28M,0.0065
"Apr 01, 2015",5860.75,5891.50,5891.50,5843.90,683.72M,-0.0052
"Mar 31, 2015",5891.51,5846.10,5931.50,5846.10,714.25M,0.0078
"Mar 30, 2015",5846.09,5919.90,5919.90,5828.10,762.73M,-0.0005
"Mar 29, 2015",5849.10,5910.80,5910.80,5848.80,230.72M,-0.0120
"Mar 27, 2015",5919.94,5879.10,5933.20,5877.10,655.12M,0.0070
"Mar 26, 2015",5879.06,5973.30,5973.30,5879.06,637.42M,-0.0158
"Mar 25, 2015",5973.31,5969.10,5988.70,5961.50,626.07M,0.0007
"Mar 24, 2015",5969.08,5956.10,5979.90,5956.10,579.20M,0.0022
"Mar 23, 2015",5956.14,5975.50,5995.00,5951.50,490.37M,-0.0036
"Mar 22, 2015",5977.40,5978.20,5995.00,5971.00,99.11M,0.0003
"Mar 20, 2015",5975.49,5945.60,5979.80,5927.90,1.29B,0.0041
"Mar 19, 2015",5950.81,5842.30,5953.30,5842.30,1.13B,0.0186
"Mar 18, 2015",5842.35,5842.10,5845.30,5788.60,732.94M,0.0000
"Mar 17, 2015",5842.12,5797.70,5863.40,5797.70,614.70M,0.0077
"Mar 16, 2015",5797.66,5814.50,5814.50,5761.60,501.88M,0.0058
"Mar 15, 2015",5764.30,5797.60,5797.60,5761.60,110.18M,-0.0086
"Mar 13, 2015",5814.54,5850.20,5855.10,5799.00,585.44M,-0.0061
"Mar 12, 2015",5850.17,5793.20,5855.30,5786.30,641.09M,0.0098
"Mar 11, 2015",5793.20,5824.20,5824.20,5748.70,695.35M,-0.0053
"Mar 10, 2015",5824.19,5821.30,5856.70,5811.70,657.31M,0.0005
"Mar 09, 2015",5821.35,5898.90,5898.90,5814.70,636.35M,-0.0059
"Mar 08, 2015",5855.70,5871.10,5873.30,5842.50,139.94M,-0.0073
"Mar 06, 2015",5898.86,5904.20,5916.40,5870.70,598.33M,-0.0009
"Mar 05, 2015",5904.16,5901.60,5904.20,5869.20,682.06M,0.0004
"Mar 04, 2015",5901.59,5933.90,5947.70,5898.10,624.30M,-0.0054
"Mar 03, 2015",5933.90,5958.90,5996.90,5903.20,714.43M,-0.0042
"Mar 02, 2015",5958.88,5928.80,5983.60,5928.80,636.77M,-0.0013
"Mar 01, 2015",5966.50,5930.80,5967.10,5930.80,107.18M,0.0064
"Feb 27, 2015",5928.77,5908.50,5944.80,5874.80,1.10B,0.0034
"Feb 26, 2015",5908.49,5944.90,5944.90,5900.00,778.31M,-0.0061
"Feb 25, 2015",5944.90,5927.00,5955.50,5914.50,788.04M,0.0030
"Feb 24, 2015",5926.99,5908.00,5930.40,5884.80,733.87M,0.0032
"Feb 23, 2015",5907.98,5881.50,5915.80,5869.20,639.10M,0.0027
"Feb 22, 2015",5891.90,5885.10,5891.90,5869.20,156.45M,0.0018
"Feb 20, 2015",5881.54,5904.20,5910.80,5872.90,591.49M,-0.0038
"Feb 19, 2015",5904.23,5915.70,5946.80,5889.50,681.26M,-0.0019
"Feb 18, 2015",5915.68,5858.20,5915.70,5845.60,800.97M,0.0098
"Feb 17, 2015",5858.21,5888.70,5888.70,5844.80,585.34M,-0.0052
"Feb 16, 2015",5888.66,5877.50,5893.40,5841.90,629.09M,0.0048
"Feb 15, 2015",5860.40,5891.70,5893.40,5858.00,182.39M,-0.0029
"Feb 13, 2015",5877.47,5743.60,5893.50,5743.60,753.74M,0.0233
"Feb 12, 2015",5743.57,5769.10,5790.50,5739.80,818.21M,-0.0044
"Feb 11, 2015",5769.08,5800.60,5818.90,5757.40,602.28M,-0.0054
"Feb 10, 2015",5800.57,5814.90,5819.40,5781.20,554.75M,-0.0025
"Feb 09, 2015",5814.93,5820.20,5820.20,5779.60,891.51M,0.0043
"Feb 08, 2015",5790.20,5803.50,5813.60,5790.20,449.54M,-0.0051
"Feb 06, 2015",5820.17,5811.00,5850.90,5809.50,571.62M,0.0016
"Feb 05, 2015",5810.98,5777.30,5819.10,5757.90,694.49M,0.0058
"Feb 04, 2015",5777.34,5707.40,5805.10,5707.40,950.70M,0.0123
"Feb 03, 2015",5707.37,5625.30,5717.50,5625.30,760.39M,0.0146
"Feb 02, 2015",5625.34,5588.30,5639.40,5588.30,563.66M,0.0042
"Feb 01, 2015",5601.60,5594.40,5617.50,5591.10,106.84M,0.0024
"Jan 30, 2015",5588.32,5569.50,5619.50,5569.50,887.25M,0.0034
"Jan 29, 2015",5569.48,5552.80,5576.20,5518.60,701.80M,0.0030
"Jan 28, 2015",5552.78,5547.20,5559.10,5521.20,609.35M,0.0010
"Jan 27, 2015",5547.23,5501.80,5547.23,5497.30,685.34M,0.0056
"Jan 26, 2015",5516.30,5501.80,5521.50,5497.30,155.13M,0.0026
"Jan 23, 2015",5501.82,5419.90,5501.82,5419.90,591.09M,0.0151
"Jan 22, 2015",5419.94,5393.40,5432.40,5393.40,683.97M,0.0049
"Jan 21, 2015",5393.38,5307.70,5393.40,5307.70,598.16M,0.0161
"Jan 20, 2015",5307.67,5309.10,5313.90,5282.40,557.59M,-0.0003
"Jan 19, 2015",5309.14,5299.20,5372.40,5299.20,543.93M,-0.0082
"Jan 18, 2015",5352.80,5299.20,5362.20,5299.20,100.57M,0.0101
"Jan 16, 2015",5299.24,5331.40,5333.90,5267.40,587.59M,-0.0060
"Jan 15, 2015",5331.37,5353.60,5353.60,5303.70,682.07M,-0.0042
"Jan 14, 2015",5353.60,5404.70,5405.70,5346.60,622.84M,-0.0095
"Jan 13, 2015",5404.69,5422.70,5422.70,5373.70,518.47M,-0.0033
"Jan 12, 2015",5422.70,5465.60,5465.60,5419.40,424.62M,-0.0037
"Jan 11, 2015",5442.70,5465.60,5465.60,5424.00,78.17M,-0.0042
"Jan 09, 2015",5465.57,5381.50,5465.60,5381.50,552.13M,0.0156
"Jan 08, 2015",5381.45,5353.60,5395.80,5353.60,615.25M,0.0052
"Jan 07, 2015",5353.61,5364.80,5369.80,5318.70,568.11M,-0.0021
"Jan 06, 2015",5364.80,5450.30,5450.30,5338.60,569.61M,-0.0157
"Jan 05, 2015",5450.33,5435.90,5470.40,5429.60,428.32M,-0.0010
"Jan 04, 2015",5455.70,5435.90,5470.40,5429.60,100.14M,0.0036
"Jan 02, 2015",5435.93,5411.00,5436.30,5387.00,277.71M,0.0067
"Jan 01, 2015",5400.00,5411.00,5412.00,5387.00,56.70M,-0.0020
"Dec 31, 2014",5411.02,5416.60,5437.20,5400.00,240.56M,-0.0010
"Dec 30, 2014",5416.63,5473.80,5486.70,5416.20,365.32M,-0.0104
"Dec 29, 2014",5473.78,5394.50,5479.90,5394.50,351.35M,0.0101
"Dec 28, 2014",5419.30,5394.50,5425.90,5394.50,56.30M,0.0046
"Dec 24, 2014",5394.53,5380.90,5398.20,5366.50,233.66M,0.0025
"Dec 23, 2014",5380.92,5442.00,5442.00,5380.90,445.10M,-0.0112
"Dec 22, 2014",5441.95,5338.60,5442.00,5338.60,739.14M,0.0088
"Dec 21, 2014",5394.70,5338.60,5409.20,5338.60,210.90M,0.0105
"Dec 19, 2014",5338.65,5210.80,5343.10,5210.80,1.44B,0.0245
"Dec 18, 2014",5210.78,5161.90,5265.00,5161.90,862.03M,0.0095
"Dec 17, 2014",5161.86,5152.30,5191.30,5150.20,603.27M,0.0018
"Dec 16, 2014",5152.34,5186.10,5186.10,5142.80,617.07M,-0.0065
"Dec 15, 2014",5186.08,5219.60,5219.60,5146.10,552.91M,0.0070
"Dec 14, 2014",5149.80,5219.60,5219.60,5146.10,127.34M,-0.0134
"Dec 12, 2014",5219.57,5231.00,5241.50,5204.00,641.04M,-0.0022
"Dec 11, 2014",5230.97,5259.00,5259.00,5188.00,736.33M,-0.0053
"Dec 10, 2014",5259.00,5282.70,5288.40,5222.40,661.13M,-0.0045
"Dec 09, 2014",5282.67,5372.70,5372.70,5282.67,776.69M,-0.0168
"Dec 08, 2014",5372.71,5335.30,5404.10,5335.30,601.70M,-0.0003
"Dec 07, 2014",5374.10,5335.30,5383.40,5335.30,116.86M,0.0073
"Dec 05, 2014",5335.33,5368.80,5389.40,5308.20,639.35M,-0.0062
"Dec 04, 2014",5368.79,5321.80,5373.50,5321.80,631.94M,0.0088
"Dec 03, 2014",5321.82,5281.30,5331.60,5261.50,645.93M,0.0077
"Dec 02, 2014",5281.26,5207.70,5284.90,5207.70,724.28M,0.0141
"Dec 01, 2014",5207.72,5313.00,5317.40,5207.70,694.46M,-0.0116
"Nov 30, 2014",5269.00,5313.00,5314.30,5268.70,119.73M,-0.0083
"Nov 28, 2014",5313.00,5400.90,5400.90,5313.00,660.92M,-0.0163
"Nov 27, 2014",5400.92,5396.20,5411.90,5391.50,518.20M,0.0009
"Nov 26, 2014",5396.21,5334.80,5396.21,5334.80,537.50M,0.0115
"Nov 25, 2014",5334.78,5361.80,5361.80,5296.80,883.55M,-0.0050
"Nov 24, 2014",5361.80,5304.30,5378.00,5304.30,501.49M,-0.0020
"Nov 23, 2014",5372.30,5304.30,5372.30,5304.30,108.08M,0.0128
"Nov 21, 2014",5304.31,5316.20,5327.20,5292.90,569.50M,-0.0022
"Nov 20, 2014",5316.24,5368.80,5368.80,5315.80,632.22M,-0.0098
"Nov 19, 2014",5368.84,5399.70,5399.70,5366.80,566.45M,-0.0057
"Nov 18, 2014",5399.69,5412.50,5431.50,5388.20,470.01M,-0.0024
"Nov 17, 2014",5412.55,5454.30,5460.30,5406.20,471.44M,-0.0058
"Nov 16, 2014",5444.10,5454.30,5460.30,5440.60,94.00M,-0.0019
"Nov 14, 2014",5454.34,5442.70,5457.40,5419.30,447.17M,0.0021
"Nov 13, 2014",5442.70,5463.10,5470.60,5433.60,554.02M,-0.0037
"Nov 12, 2014",5463.05,5517.10,5517.10,5459.50,563.22M,-0.0098
"Nov 11, 2014",5517.10,5524.00,5533.80,5508.40,612.62M,-0.0012
"Nov 10, 2014",5523.96,5549.10,5550.30,5501.40,583.27M,0.0006
"Nov 09, 2014",5520.50,5549.10,5550.30,5519.90,128.18M,-0.0052
"Nov 07, 2014",5549.13,5506.10,5549.13,5500.30,729.59M,0.0078
"Nov 06, 2014",5506.11,5517.90,5547.50,5493.00,610.61M,-0.0021
"Nov 05, 2014",5517.88,5519.90,5519.90,5481.00,577.62M,-0.0004
"Nov 04, 2014",5519.92,5506.90,5530.90,5503.80,445.34M,0.0024
"Nov 03, 2014",5506.89,5526.60,5535.70,5499.10,514.87M,-0.0033
"Nov 02, 2014",5525.30,5526.60,5535.70,5521.30,98.91M,-0.0002
"Oct 31, 2014",5526.60,5476.20,5526.60,5476.20,726.03M,0.0092
"Oct 30, 2014",5476.20,5447.60,5476.90,5447.60,658.93M,0.0052
"Oct 29, 2014",5447.68,5452.60,5481.60,5441.30,688.82M,-0.0009
"Oct 28, 2014",5452.60,5459.00,5459.00,5433.10,609.64M,-0.0012
"Oct 27, 2014",5458.95,5412.20,5462.30,5412.20,566.30M,0.0032
"Oct 26, 2014",5441.40,5412.20,5451.10,5412.20,105.71M,0.0054
"Oct 24, 2014",5412.25,5383.10,5425.70,5383.10,600.46M,0.0054
"Oct 23, 2014",5383.14,5385.90,5389.20,5364.50,593.53M,-0.0005
"Oct 22, 2014",5385.87,5325.00,5388.00,5325.00,575.53M,0.0114
"Oct 21, 2014",5325.03,5319.40,5344.50,5312.10,745.62M,0.0011
"Oct 20, 2014",5319.44,5271.70,5342.00,5271.70,462.72M,0.0001
"Oct 19, 2014",5319.00,5271.70,5342.00,5271.70,102.40M,0.0090
"Oct 17, 2014",5271.72,5254.90,5308.50,5254.90,736.39M,0.0032
"Oct 16, 2014",5254.89,5245.60,5258.60,5162.40,835.00M,0.0018
"Oct 15, 2014",5245.61,5207.40,5252.80,5206.10,649.12M,0.0073
"Oct 14, 2014",5207.43,5155.50,5217.70,5130.70,817.87M,0.0101
"Oct 13, 2014",5155.50,5188.30,5188.30,5122.00,638.88M,0.0004
"Oct 12, 2014",5153.50,5188.30,5188.30,5122.00,136.27M,-0.0067
"Oct 10, 2014",5188.25,5295.70,5295.70,5187.60,710.52M,-0.0205
"Oct 09, 2014",5296.68,5241.30,5324.60,5241.30,626.02M,0.0106
"Oct 08, 2014",5241.27,5284.20,5284.20,5209.70,528.20M,-0.0081
"Oct 07, 2014",5284.20,5292.90,5319.60,5208.30,678.52M,-0.0016
"Oct 06, 2014",5292.91,5318.20,5320.90,5277.90,327.02M,-0.0018
"Oct 05, 2014",5302.40,5318.20,5320.90,5301.30,51.86M,-0.0030
"Oct 03, 2014",5318.21,5297.70,5318.60,5281.20,488.43M,0.0039
"Oct 02, 2014",5297.70,5334.10,5334.10,5283.00,541.55M,-0.0068
"Oct 01, 2014",5334.13,5292.80,5337.20,5244.00,606.40M,0.0078
"Sep 30, 2014",5292.81,5264.20,5292.81,5253.10,647.25M,0.0054
"Sep 29, 2014",5264.22,5313.40,5313.40,5259.90,545.04M,-0.0093
"Sep 26, 2014",5313.41,5382.20,5382.20,5309.80,624.44M,-0.0128
"Sep 25, 2014",5382.17,5375.80,5412.90,5373.30,535.41M,0.0012
"Sep 24, 2014",5375.77,5415.70,5415.70,5356.90,571.81M,-0.0074
"Sep 23, 2014",5415.73,5363.00,5423.20,5338.00,629.95M,0.0098
"Sep 22, 2014",5362.95,5433.20,5434.00,5351.10,628.23M,-0.0129
"Sep 19, 2014",5433.06,5415.80,5443.20,5415.50,974.44M,0.0032
"Sep 18, 2014",5415.83,5407.30,5431.70,5373.40,830.24M,0.0016
"Sep 17, 2014",5407.25,5445.40,5462.10,5400.20,705.71M,-0.0070
"Sep 16, 2014",5445.36,5468.20,5484.50,5440.50,627.04M,-0.0051
"Sep 15, 2014",5473.45,5531.10,5531.10,5473.45,596.34M,-0.0104
"Sep 12, 2014",5531.14,5546.10,5548.70,5509.80,544.60M,-0.0027
"Sep 11, 2014",5546.12,5574.30,5597.40,5543.50,540.84M,-0.0051
"Sep 10, 2014",5574.28,5607.90,5607.90,5557.40,561.74M,-0.0060
"Sep 09, 2014",5607.90,5577.00,5607.90,5575.20,489.49M,0.0055
"Sep 08, 2014",5576.97,5598.70,5601.90,5569.00,409.45M,-0.0039
"Sep 05, 2014",5598.69,5631.30,5631.30,5592.90,486.21M,-0.0058
"Sep 04, 2014",5631.26,5656.10,5657.50,5618.80,513.66M,-0.0044
"Sep 03, 2014",5656.10,5658.50,5672.70,5643.60,606.65M,-0.0004
"Sep 02, 2014",5658.51,5629.80,5658.51,5617.90,491.52M,0.0051
"Sep 01, 2014",5629.83,5625.90,5654.00,5625.90,459.82M,0.0007
"Aug 29, 2014",5625.90,5624.40,5630.60,5614.30,886.32M,0.0003
"Aug 28, 2014",5624.41,5651.20,5651.30,5619.90,871.79M,-0.0047
"Aug 27, 2014",5651.18,5637.70,5652.30,5637.50,666.08M,0.0024
"Aug 26, 2014",5637.62,5634.90,5646.60,5625.90,622.23M,0.0005
"Aug 25, 2014",5634.89,5645.60,5650.20,5625.00,534.55M,-0.0019
"Aug 22, 2014",5645.61,5638.90,5662.70,5638.90,569.74M,0.0012
"Aug 21, 2014",5638.86,5634.60,5679.50,5634.60,761.01M,0.0008
"Aug 20, 2014",5634.60,5623.80,5639.40,5604.20,602.85M,0.0019
"Aug 19, 2014",5623.78,5587.10,5626.60,5582.50,652.27M,0.0066
"Aug 18, 2014",5587.10,5566.50,5587.10,5566.50,404.13M,0.0037
"Aug 15, 2014",5566.52,5548.50,5578.50,5545.00,489.60M,0.0033
"Aug 14, 2014",5548.47,5514.70,5558.40,5514.70,659.99M,0.0061
"Aug 13, 2014",5514.72,5530.30,5530.30,5503.30,527.65M,-0.0028
"Aug 12, 2014",5530.32,5457.00,5533.60,5457.00,557.25M,0.0134
"Aug 11, 2014",5457.03,5435.30,5475.90,5435.30,435.70M,0.0040
"Aug 08, 2014",5435.31,5509.00,5509.00,5425.20,690.35M,-0.0134
"Aug 07, 2014",5509.01,5512.00,5522.00,5490.10,628.01M,-0.0005
"Aug 06, 2014",5511.99,5518.70,5518.70,5495.10,527.83M,-0.0012
"Aug 05, 2014",5518.56,5540.90,5548.70,5509.90,545.35M,-0.0040
"Aug 04, 2014",5540.88,5556.40,5556.40,5524.60,362.98M,-0.0028
"Aug 01, 2014",5556.37,5632.90,5632.90,5544.00,630.73M,-0.0136
"Jul 31, 2014",5632.91,5622.90,5644.20,5618.00,567.31M,0.0018
"Jul 30, 2014",5622.89,5588.40,5631.10,5588.40,571.09M,0.0062
"Jul 29, 2014",5588.44,5577.40,5594.20,5565.60,489.98M,0.0020
"Jul 28, 2014",5577.39,5583.50,5587.50,5558.90,477.88M,-0.0011
"Jul 25, 2014",5583.51,5587.80,5588.70,5568.60,573.63M,-0.0008
"Jul 24, 2014",5587.80,5576.70,5592.90,5572.70,550.31M,0.0020
"Jul 23, 2014",5576.74,5543.30,5598.20,5543.30,573.00M,0.0060
"Jul 22, 2014",5543.29,5539.90,5545.50,5530.40,505.89M,0.0006
"Jul 21, 2014",5539.94,5531.70,5552.90,5530.10,425.99M,0.0015
"Jul 18, 2014",5531.66,5522.40,5531.70,5484.10,561.31M,0.0017
"Jul 17, 2014",5522.43,5518.90,5561.10,5518.90,671.12M,0.0006
"Jul 16, 2014",5518.86,5511.30,5527.30,5499.70,520.19M,0.0014
"Jul 15, 2014",5511.30,5511.40,5536.20,5493.90,492.94M,0.0000
"Jul 14, 2014",5511.40,5486.80,5518.60,5486.80,416.04M,0.0045
"Jul 11, 2014",5486.79,5464.40,5503.10,5441.70,492.38M,0.0041
"Jul 10, 2014",5464.45,5452.50,5469.40,5448.50,495.17M,0.0022
"Jul 09, 2014",5452.48,5510.90,5510.90,5439.50,513.12M,-0.0106
"Jul 08, 2014",5510.94,5518.90,5520.00,5500.90,495.34M,-0.0014
"Jul 07, 2014",5518.90,5525.00,5535.90,5514.20,405.93M,-0.0011
"Jul 04, 2014",5524.98,5491.20,5531.70,5491.20,501.97M,0.0061
"Jul 03, 2014",5491.24,5457.10,5499.80,5457.10,575.61M,0.0066
"Jul 02, 2014",5455.40,5375.90,5455.40,5375.90,593.55M,0.0148
"Jul 01, 2014",5375.90,5395.70,5414.90,5370.90,621.65M,-0.0037
"Jun 30, 2014",5395.75,5444.80,5445.90,5395.70,539.20M,-0.0091
"Jun 27, 2014",5445.06,5464.30,5480.10,5440.70,767.87M,-0.0035
"Jun 26, 2014",5464.32,5402.00,5464.30,5402.00,597.16M,0.0115
"Jun 25, 2014",5402.01,5432.80,5432.80,5378.80,648.64M,-0.0057
"Jun 24, 2014",5432.78,5453.30,5454.60,5425.00,569.79M,-0.0038
"Jun 23, 2014",5453.31,5419.50,5468.50,5419.50,565.09M,0.0062
"Jun 20, 2014",5419.48,5468.20,5468.20,5418.00,897.20M,-0.0089
"Jun 19, 2014",5468.20,5382.70,5468.20,5382.70,884.75M,0.0159
"Jun 18, 2014",5382.72,5400.70,5404.80,5382.70,662.90M,-0.0033
"Jun 17, 2014",5400.67,5412.30,5417.00,5389.00,601.52M,-0.0022
"Jun 16, 2014",5412.31,5405.10,5412.31,5380.30,596.46M,0.0013
"Jun 13, 2014",5405.05,5428.80,5428.80,5373.60,686.16M,-0.0044
"Jun 12, 2014",5428.80,5454.00,5454.00,5423.00,535.68M,-0.0046
"Jun 11, 2014",5453.99,5469.70,5469.70,5444.80,496.64M,-0.0029
"Jun 10, 2014",5469.65,5464.00,5496.30,5463.20,476.97M,0.0010
"Jun 06, 2014",5464.03,5436.90,5472.80,5436.90,538.56M,0.0050
"Jun 05, 2014",5436.88,5444.80,5455.30,5416.80,583.53M,-0.0015
"Jun 04, 2014",5444.83,5479.70,5483.20,5442.30,553.51M,-0.0064
"Jun 03, 2014",5479.68,5518.50,5526.00,5478.50,670.40M,-0.0070
"Jun 02, 2014",5518.46,5484.10,5522.60,5482.00,553.32M,0.0047
"May 30, 2014",5492.55,5519.50,5525.10,5492.50,1.07B,-0.0049
"May 29, 2014",5519.47,5527.20,5528.50,5503.60,445.01M,-0.0014
"May 28, 2014",5527.18,5511.70,5541.70,5511.70,523.15M,0.0028
"May 27, 2014",5511.70,5512.80,5529.50,5506.70,466.45M,-0.0002
"May 26, 2014",5512.83,5492.80,5512.90,5492.80,437.62M,0.0036
"May 23, 2014",5492.79,5479.90,5507.40,5479.90,586.86M,0.0023
"May 22, 2014",5479.93,5424.60,5491.00,5424.60,610.92M,0.0102
"May 21, 2014",5424.57,5420.40,5424.60,5372.10,644.27M,0.0008
"May 20, 2014",5420.35,5409.00,5433.40,5384.40,552.05M,0.0021
"May 19, 2014",5408.98,5479.00,5479.00,5409.00,646.25M,-0.0128
"May 16, 2014",5479.04,5509.70,5509.70,5471.40,532.09M,-0.0058
"May 15, 2014",5510.84,5497.00,5510.80,5471.50,591.49M,0.0026
"May 14, 2014",5496.50,5498.20,5506.00,5474.00,522.42M,-0.0003
"May 13, 2014",5498.19,5448.40,5504.60,5448.40,735.28M,0.0091
"May 12, 2014",5448.44,5460.80,5480.80,5432.00,434.24M,-0.0023
"May 09, 2014",5460.84,5476.80,5476.80,5431.50,515.92M,-0.0029
"May 08, 2014",5476.77,5435.80,5484.10,5435.80,552.61M,0.0075
"May 07, 2014",5435.77,5481.40,5481.40,5417.40,577.69M,-0.0083
"May 06, 2014",5481.38,5462.20,5493.00,5462.20,418.27M,0.0035
"May 05, 2014",5462.22,5464.10,5486.40,5442.50,435.42M,0.0008
"May 02, 2014",5458.06,5448.80,5458.70,5430.40,533.78M,0.0017
"May 01, 2014",5448.76,5489.10,5500.70,5439.30,532.03M,-0.0073
"Apr 30, 2014",5489.07,5486.60,5507.60,5463.60,630.03M,0.0005
"Apr 29, 2014",5486.58,5536.10,5554.50,5469.30,674.16M,-0.0089
"Apr 28, 2014",5536.07,5531.00,5548.40,5518.80,542.96M,0.0009
"Apr 24, 2014",5531.00,5517.80,5537.80,5517.80,610.75M,0.0024
"Apr 23, 2014",5517.77,5479.30,5521.40,5479.30,486.65M,0.0070
"Apr 22, 2014",5479.31,5454.20,5482.70,5452.40,413.50M,0.0046
"Apr 17, 2014",5454.23,5420.30,5459.40,5420.30,532.70M,0.0063
"Apr 16, 2014",5420.32,5388.20,5424.80,5386.80,502.67M,0.0060
"Apr 15, 2014",5388.16,5360.50,5407.90,5360.50,512.37M,0.0055
"Apr 14, 2014",5358.95,5428.60,5428.60,5358.90,530.09M,-0.0128
"Apr 11, 2014",5428.65,5480.80,5480.80,5423.90,565.35M,-0.0095
"Apr 10, 2014",5480.75,5463.80,5503.50,5463.80,655.66M,0.0031
"Apr 09, 2014",5463.78,5410.60,5477.40,5410.60,700.60M,0.0098
"Apr 08, 2014",5410.63,5413.70,5419.20,5392.30,480.87M,-0.0006
"Apr 07, 2014",5413.73,5422.80,5422.80,5391.30,409.28M,-0.0017
"Apr 04, 2014",5422.83,5409.90,5422.80,5398.10,483.97M,0.0024
"Apr 03, 2014",5409.89,5403.30,5419.30,5403.30,564.01M,0.0012
"Apr 02, 2014",5403.30,5389.20,5409.80,5389.20,614.78M,0.0026
"Apr 01, 2014",5389.17,5394.80,5400.60,5350.50,631.79M,-0.0010
"Mar 31, 2014",5394.83,5366.90,5416.00,5366.90,611.52M,-0.0015
"Mar 30, 2014",5403.20,5366.90,5409.10,5366.90,140.35M,0.0068
"Mar 28, 2014",5366.94,5350.10,5372.50,5342.70,709.93M,0.0031
